symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
MNQZ5,-2,0,0.25,343483140011,343483140023,2,25652.50,25637.75,$(59.00),12/11/2025 15:32:00,12/11/2025 15:42:31,10min 31sec
MNQZ5,-2,0,0.25,343483140038,343483140049,2,25542.25,25521.00,$(85.00),12/11/2025 16:47:01,12/11/2025 16:48:05,1min 3sec
YMZ5,0,0,1.0,343483140131,343483140099,1,48398,48456,$290.00,12/11/2025 17:16:38,12/11/2025 17:12:53,3min 44sec
YMZ5,0,0,1.0,343483140203,343483140196,1,48546,48526,$(100.00),12/11/2025 17:54:18,12/11/2025 17:53:50,28sec
MNQZ5,-2,0,0.25,343483140240,343483140223,2,25672.25,25639.75,$(130.00),12/11/2025 20:40:40,12/11/2025 19:37:45,1h 2min 55sec
MESH6,-2,0,0.25,343483140295,343483140308,4,6858.50,6850.50,$(160.00),12/16/2025 17:15:39,12/16/2025 17:18:07,2min 28sec
MESH6,-2,0,0.25,343483140355,343483140401,4,6846.50,6858.50,$240.00,12/17/2025 16:54:36,12/17/2025 16:58:29,3min 53sec
MNQH6,-2,0,0.25,343483140460,343483140472,5,25243.50,25226.75,$(167.50),12/17/2025 17:35:37,12/17/2025 17:36:00,22sec
MESH6,-2,0,0.25,343483140480,343483140499,4,6833.50,6826.75,$(135.00),12/17/2025 17:36:23,12/17/2025 17:43:33,7min 9sec
MNQH6,-2,0,0.25,343483140514,343483140529,3,25156.25,25118.50,$(226.50),12/17/2025 17:49:00,12/17/2025 17:50:24,1min 24sec
MNQH6,-2,0,0.25,343483140514,343483140538,2,25156.25,25118.50,$(151.00),12/17/2025 17:49:00,12/17/2025 17:50:24,1min 24sec
MNQH6,-2,0,0.25,343483140553,343483140564,2,25055.75,25030.75,$(100.00),12/17/2025 18:12:40,12/17/2025 18:14:47,2min 6sec
MNQH6,-2,0,0.25,343483140624,343483140586,2,25270.25,25258.75,$(46.00),12/18/2025 16:10:36,12/18/2025 15:47:21,23min 14sec
MNQH6,-2,0,0.25,343483140643,343483140632,2,25322.50,25295.00,$(110.00),12/18/2025 16:31:03,12/18/2025 16:30:29,34sec
MNQH6,-2,0,0.25,343483140668,343483140654,1,25255.75,25276.25,$41.00,12/18/2025 16:37:20,12/18/2025 16:34:06,3min 14sec
MNQH6,-2,0,0.25,343483140709,343483140654,1,25179.75,25276.25,$193.00,12/18/2025 16:41:34,12/18/2025 16:34:06,7min 28sec
MNQH6,-2,0,0.25,343483140769,343483140752,1,25237.25,25204.50,$(65.50),12/18/2025 16:47:02,12/18/2025 16:43:10,3min 52sec
MNQH6,-2,0,0.25,343483140769,343483140694,1,25237.25,25220.00,$(34.50),12/18/2025 16:47:02,12/18/2025 16:40:50,6min 12sec
MNQH6,-2,0,0.25,343483140796,343483140752,1,25177.00,25204.50,$55.00,12/18/2025 16:49:04,12/18/2025 16:43:10,5min 54sec
MNQH6,-2,0,0.25,343483140809,343483140782,2,25269.25,25234.50,$(139.00),12/18/2025 16:57:47,12/18/2025 16:47:16,10min 30sec
MESH6,-2,0,0.25,343483140870,343483140834,2,6830.25,6846.50,$162.50,12/18/2025 17:13:07,12/18/2025 17:01:07,11min 59sec
MESH6,-2,0,0.25,343483140879,343483140834,2,6846.00,6846.50,$5.00,12/18/2025 17:24:42,12/18/2025 17:01:07,23min 35sec
MNQH6,-2,0,0.25,343483140894,343483140887,5,25336.50,25311.75,$(247.50),12/18/2025 17:28:52,12/18/2025 17:26:21,2min 30sec
MESH6,-2,0,0.25,343483140921,343483140906,4,6860.75,6854.00,$(135.00),12/18/2025 17:35:35,12/18/2025 17:29:58,5min 36sec
NQH6,-2,0,0.25,343483140972,343483140942,1,25392.00,25407.25,$305.00,12/18/2025 17:39:43,12/18/2025 17:39:01,41sec
MNQH6,-2,0,0.25,343483141029,343483141006,3,25388.50,25366.00,$(135.00),12/18/2025 18:05:56,12/18/2025 17:48:00,17min 56sec
MNQH6,-2,0,0.25,343483141029,343483140984,2,25388.50,25382.75,$(23.00),12/18/2025 18:05:56,12/18/2025 17:45:12,20min 44sec
MNQH6,-2,0,0.25,343483141077,343483141068,2,25364.25,25390.00,$103.00,12/18/2025 18:28:01,12/18/2025 18:17:26,10min 34sec
MNQH6,-2,0,0.25,343483141131,343483141068,3,25385.25,25390.00,$28.50,12/18/2025 18:36:06,12/18/2025 18:17:26,18min 39sec
MNQH6,-2,0,0.25,343483141136,343483141118,3,25387.00,25369.75,$(103.50),12/18/2025 18:36:07,12/18/2025 18:30:35,5min 31sec
MNQH6,-2,0,0.25,343483141164,343483141144,2,25355.75,25407.25,$206.00,12/18/2025 19:04:17,12/18/2025 18:53:53,10min 24sec
MNQH6,-2,0,0.25,343483141188,343483141144,2,25330.25,25407.25,$308.00,12/18/2025 19:06:02,12/18/2025 18:53:53,12min 9sec
MNQH6,-2,0,0.25,343483141203,343483141144,1,25260.25,25407.25,$294.00,12/18/2025 19:09:31,12/18/2025 18:53:53,15min 38sec
MNQH6,-2,0,0.25,343483141267,343483141247,1,25403.25,25367.25,$(72.00),12/19/2025 16:31:05,12/19/2025 09:15:16,7h 15min 48sec
MNQH6,-2,0,0.25,343483141299,343483141290,2,25746.50,25718.25,$(113.00),12/22/2025 16:54:44,12/22/2025 16:47:39,7min 4sec
MESH6,-2,0,0.25,343483141344,343483141311,1,6910.00,6923.25,$66.25,12/22/2025 17:36:24,12/22/2025 16:59:35,36min 48sec
MESH6,-2,0,0.25,343483141376,343483141315,1,6919.75,6923.25,$17.50,12/22/2025 17:44:26,12/22/2025 16:59:35,44min 50sec
YMH6,0,0,1.0,343483141415,343483141431,1,48784,48767,$(85.00),12/23/2025 21:37:22,12/23/2025 21:56:07,18min 45sec
MNQH6,-2,0,0.25,343483141476,343483141452,3,25827.75,25802.75,$(150.00),12/24/2025 17:10:43,12/24/2025 16:30:04,40min 38sec
YMH6,0,0,1.0,343483141535,343483141510,1,48951,48934,$(85.00),12/24/2025 17:57:07,12/24/2025 17:35:50,21min 16sec
MNQH6,-2,0,0.25,343483141566,343483141549,2,25864.25,25843.50,$(83.00),12/24/2025 18:33:37,12/24/2025 18:10:19,23min 17sec
